50, 3, 83, 83, 2000
51, 0, 39.3, 39.3, 2000
51, 1, 39.3, 83.3, 2000
51, 2, 83.3, 39.3, 2000
51, 3, 83.3, 83.3, 2000
52, 0, 39.6, 39.6, 2000
52, 1, 39.6, 83.6, 2000
52, 2, 83.6, 39.6, 2000
52, 3, 83.6, 83.6, 2000
53, 0, 39.9, 39.9, 2000
53, 1, 39.9, 83.9, 2000
53, 2, 83.9, 39.9, 2000
53, 3, 83.9, 83.9, 2000
54, 0, 40.2, 40.2, 2000
54, 1, 40.2, 84.2, 2000
54, 2, 84.2, 40.2, 2000
54, 3, 84.2, 84.2, 2000
55, 0, 40.5, 40.5, 2000
55, 1, 40.5, 84.5, 2000
55, 2, 84.5, 40.5, 2000
55, 3, 84.5, 84.5, 2000
56, 0, 40.8, 40.8, 2000
56, 1, 40.8, 84.8, 2000
56, 2, 84.8, 40.8, 2000
56, 3, 84.8, 84.8, 2000
57, 0, 41.099999999999994, 41.099999999999994, 2000
57, 1, 41.099999999999994, 85.1, 2000
57, 2, 85.1, 41.099999999999994, 2000
57, 3, 85.1, 85.1, 2000
58, 0, 41.4, 41.4, 2000
58, 1, 41.4, 85.4, 2000
58, 2, 85.4, 41.4, 2000
58, 3, 85.4, 85.4, 2000
59, 0, 41.7, 41.7, 2000
59, 1, 41.7, 85.7, 2000
59, 2, 85.7, 41.7, 2000
59, 3, 85.7, 85.7, 2000
60, 0, 42, 42, 2000
60, 1, 42, 86, 2000
60, 2, 86, 42, 2000
60, 3, 86, 86, 2000
61, 0, 42.3, 42.3, 2000
61, 1, 42.3, 86.3, 2000
61, 2, 86.3, 42.3, 2000
61, 3, 86.3, 86.3, 2000
62, 0, 42.599999999999994, 42.599999999999994, 2000
62, 1, 42.599999999999994, 86.6, 2000
62, 2, 86.6, 42.599999999999994, 2000
62, 3, 86.6, 86.6, 2000
63, 0, 42.9, 42.9, 2000
63, 1, 42.9, 86.9, 2000
63, 2, 86.9, 42.9, 2000
63, 3, 86.9, 86.9, 2000
64, 0, 43.2, 43.2, 2000
64, 1, 43.2, 87.2, 2000
64, 2, 87.2, 43.2, 2000
64, 3, 87.2, 87.2, 2000
65, 0, 43.5, 43.5, 2000
65, 1, 43.5, 87.5, 2000
65, 2, 87.5, 43.5, 2000
65, 3, 87.5, 87.5, 2000
66, 0, 43.8, 43.8, 2000
66, 1, 43.8, 87.8, 2000
66, 2, 87.8, 43.8, 2000
66, 3, 87.8, 87.8, 2000
67, 0, 44.099999999999994, 44.099999999999994, 2000
67, 1, 44.099999999999994, 88.1, 2000
67, 2, 88.1, 44.099999999999994, 2000
67, 3, 88.1, 88.1, 2000
68, 0, 44.4, 44.4, 2000
68, 1, 44.4, 88.4, 2000
68, 2, 88.4, 44.4, 2000
68, 3, 88.4, 88.4, 2000
69, 0, 44.7, 44.7, 2000
69, 1, 44.7, 88.7, 2000
69, 2, 88.7, 44.7, 2000
69, 3, 88.7, 88.7, 2000
70, 0, 45, 45, 2000
70, 1, 45, 89, 2000
70, 2, 89, 45, 2000
70, 3, 89, 89, 2000
71, 0, 45.3, 45.3, 2000
71, 1, 45.3, 89.3, 2000
71, 2, 89.3, 45.3, 2000
71, 3, 89.3, 89.3, 2000
72, 0, 45.599999999999994, 45.599999999999994, 2000
72, 1, 45.599999999999994, 89.6, 2000
72, 2, 89.6, 45.599999999999994, 2000
72, 3, 89.6, 89.6, 2000
73, 0, 45.9, 45.9, 2000
73, 1, 45.9, 89.9, 2000
73, 2, 89.9, 45.9, 2000
73, 3, 89.9, 89.9, 2000
74, 0, 46.2, 46.2, 2000
74, 1, 46.2, 90.2, 2000
74, 2, 90.2, 46.2, 2000
74, 3, 90.2, 90.2, 2000
75, 0, 46.5, 46.5, 2000
75, 1, 46.5, 90.5, 2000
75, 2, 90.5, 46.5, 2000
75, 3, 90.5, 90.5, 2000
76, 0, 46.8, 46.8, 2000
76, 1, 46.8, 90.8, 2000
76, 2, 90.8, 46.8, 2000
76, 3, 90.8, 90.8, 2000
77, 0, 47.099999999999994, 47.099999999999994, 2000
77, 1, 47.099999999999994, 91.1, 2000
77, 2, 91.1, 47.099999999999994, 2000
77, 3, 91.1, 91.1, 2000
78, 0, 47.4, 47.4, 2000
78, 1, 47.4, 91.4, 2000
78, 2, 91.4, 47.4, 2000
78, 3, 91.4, 91.4, 2000
79, 0, 47.7, 47.7, 2000
79, 1, 47.7, 91.7, 2000
79, 2, 91.7, 47.7, 2000
79, 3, 91.7, 91.7, 2000
80, 0, 48, 48, 2000
80, 1, 48, 92, 2000
80, 2, 92, 48, 2000
80, 3, 92, 92, 2000
81, 0, 48.3, 48.3, 2000
81, 1, 48.3, 92.3, 2000
81, 2, 92.3, 48.3, 2000
81, 3, 92.3, 92.3, 2000
82, 0, 48.599999999999994, 48.599999999999994, 2000
82, 1, 48.599999999999994, 92.6, 2000
82, 2, 92.6, 48.599999999999994, 2000
82, 3, 92.6, 92.6, 2000
83, 0, 48.9, 48.9, 2000
83, 1, 48.9, 92.9, 2000
83, 2, 92.9, 48.9, 2000
83, 3, 92.9, 92.9, 2000
84, 0, 49.2, 49.2, 2000
84, 1, 49.2, 93.2, 2000
84, 2, 93.2, 49.2, 2000
84, 3, 93.2, 93.2, 2000
85, 0, 49.5, 49.5, 2000
85, 1, 49.5, 93.5, 2000
85, 2, 93.5, 49.5, 2000
85, 3, 93.5, 93.5, 2000
86, 0, 49.8, 49.8, 2000
86, 1, 49.8, 93.8, 2000
86, 2, 93.8, 49.8, 2000
86, 3, 93.8, 93.8, 2000
87, 0, 50.099999999999994, 50.099999999999994, 2000
87, 1, 50.099999999999994, 94.1, 2000
87, 2, 94.1, 50.099999999999994, 2000
87, 3, 94.1, 94.1, 2000
88, 0, 50.4, 50.4, 2000
88, 1, 50.4, 94.4, 2000
88, 2, 94.4, 50.4, 2000
88, 3, 94.4, 94.4, 2000
89, 0, 50.7, 50.7, 2000
89, 1, 50.7, 94.7, 2000
89, 2, 94.7, 50.7, 2000
89, 3, 94.7, 94.7, 2000
90, 0, 51, 51, 2000
90, 1, 51, 95, 2000
90, 2, 95, 51, 2000
90, 3, 95, 95, 2000
91, 0, 51.3, 51.3, 2000
91, 1, 51.3, 95.3, 2000
91, 2, 95.3, 51.3, 2000
91, 3, 95.3, 95.3, 2000
92, 0, 51.599999999999994, 51.599999999999994, 2000
92, 1, 51.599999999999994, 95.6, 2000
92, 2, 95.6, 51.599999999999994, 2000
92, 3, 95.6, 95.6, 2000
93, 0, 51.9, 51.9, 2000
93, 1, 51.9, 95.9, 2000
93, 2, 95.9, 51.9, 2000
93, 3, 95.9, 95.9, 2000
94, 0, 52.2, 52.2, 2000
94, 1, 52.2, 96.2, 2000
94, 2, 96.2, 52.2, 2000
94, 3, 96.2, 96.2, 2000
95, 0, 52.5, 52.5, 2000
95, 1, 52.5, 96.5, 2000
95, 2, 96.5, 52.5, 2000
95, 3, 96.5, 96.5, 2000
96, 0, 52.8, 52.8, 2000
96, 1, 52.8, 96.8, 2000
96, 2, 96.8, 52.8, 2000
96, 3, 96.8, 96.8, 2000
97, 0, 53.099999999999994, 53.099999999999994, 2000
97, 1, 53.099999999999994, 97.1, 2000
97, 2, 97.1, 53.099999999999994, 2000
97, 3, 97.1, 97.1, 2000
98, 0, 53.4, 53.4, 2000
98, 1, 53.4, 97.4, 2000
98, 2, 97.4, 53.4, 2000
98, 3, 97.4, 97.4, 2000
99, 0, 53.7, 53.7, 2000
99, 1, 53.7, 97.7, 2000
99, 2, 97.7, 53.7, 2000
99, 3, 97.7, 97.7, 2000
